time,open,high,low,close,tick_volume,spread,real_volume,near_support,near_resistance,at_key_level,level_strength
2025-12-18 09:00:00,1.17316,1.17324,1.17253,1.17265,584,8,0,0,0,0,0.0
2025-12-18 09:15:00,1.17266,1.1727400000000001,1.1717,1.17191,663,8,0,1,0,1,21.0
2025-12-18 09:30:00,1.17191,1.17216,1.17184,1.17214,472,8,0,0,0,0,0.0
2025-12-18 09:45:00,1.17214,1.1726,1.17203,1.17216,604,8,0,0,0,0,0.0
2025-12-18 10:00:00,1.17215,1.17239,1.17171,1.1718899999999999,596,8,0,1,0,1,21.0
2025-12-18 10:15:00,1.1719,1.17227,1.17175,1.17215,377,8,0,0,0,0,0.0
2025-12-18 10:30:00,1.17215,1.17251,1.17199,1.17249,331,8,0,0,0,0,0.0
2025-12-18 10:45:00,1.17251,1.17264,1.17221,1.17245,418,8,0,0,0,0,0.0
2025-12-18 11:00:00,1.1724700000000001,1.17261,1.17211,1.17212,401,8,0,0,0,0,0.0
2025-12-18 11:15:00,1.17214,1.17256,1.17208,1.17252,340,8,0,0,0,0,0.0
2025-12-18 11:30:00,1.17251,1.17271,1.1721,1.17222,409,8,0,0,0,0,0.0
2025-12-18 11:45:00,1.17221,1.17244,1.17199,1.17201,415,8,0,1,0,1,21.0
2025-12-18 12:00:00,1.172,1.17231,1.17176,1.17179,922,8,0,1,0,1,21.0
2025-12-18 12:15:00,1.17179,1.17188,1.17118,1.17174,549,8,0,1,0,1,21.0
2025-12-18 12:30:00,1.17174,1.1718899999999999,1.17131,1.17137,542,8,0,1,0,1,21.0
2025-12-18 12:45:00,1.17138,1.1715200000000001,1.17127,1.17137,492,8,0,1,0,1,21.0
2025-12-18 13:00:00,1.17137,1.17237,1.17129,1.17231,699,8,0,0,0,0,0.0
2025-12-18 13:15:00,1.1723,1.17393,1.17226,1.17288,1263,8,0,0,0,0,0.0
2025-12-18 13:30:00,1.17287,1.17558,1.17266,1.17389,2877,8,0,0,1,1,21.0
2025-12-18 13:45:00,1.1739,1.17625,1.17386,1.17465,2232,8,0,0,0,0,0.0
2025-12-18 14:00:00,1.17463,1.17553,1.17408,1.17416,2531,8,0,0,1,1,21.0
2025-12-18 14:15:00,1.17415,1.17459,1.17349,1.17384,1511,8,0,0,1,1,21.0
2025-12-18 14:30:00,1.17385,1.17434,1.17329,1.17334,1258,8,0,0,0,0,0.0
2025-12-18 14:45:00,1.17334,1.17397,1.17323,1.17343,1018,8,0,0,0,0,0.0
2025-12-18 15:00:00,1.17343,1.17401,1.17304,1.17343,1036,8,0,0,0,0,0.0
2025-12-18 15:15:00,1.17342,1.17346,1.17193,1.17231,1051,8,0,0,0,0,0.0
2025-12-18 15:30:00,1.1723,1.17317,1.17157,1.1728,1601,8,0,0,0,0,0.0
2025-12-18 15:45:00,1.17283,1.17315,1.17203,1.17269,1176,8,0,0,0,0,0.0
2025-12-18 16:00:00,1.17268,1.17438,1.17256,1.1741,904,8,0,0,1,1,21.0
2025-12-18 16:15:00,1.17411,1.17456,1.17359,1.17376,755,8,0,0,0,0,0.0
2025-12-18 16:30:00,1.17377,1.17381,1.17292,1.17322,847,8,0,0,0,0,0.0
2025-12-18 16:45:00,1.1732,1.1733,1.17252,1.17277,716,8,0,0,0,0,0.0
2025-12-18 17:00:00,1.17279,1.17286,1.17194,1.17195,793,8,0,1,0,1,21.0
2025-12-18 17:15:00,1.17195,1.17216,1.17148,1.17194,729,8,0,1,0,1,21.0
2025-12-18 17:30:00,1.17193,1.17246,1.1717,1.17237,529,8,0,0,0,0,0.0
2025-12-18 17:45:00,1.17238,1.17243,1.17161,1.17184,488,8,0,1,0,1,21.0
2025-12-18 18:00:00,1.17185,1.17244,1.17149,1.1724,556,8,0,0,0,0,0.0
2025-12-18 18:15:00,1.1724,1.17244,1.17172,1.17203,460,8,0,1,0,1,21.0
2025-12-18 18:30:00,1.17204,1.17222,1.17198,1.17199,300,8,0,1,0,1,21.0
2025-12-18 18:45:00,1.17199,1.1721,1.17181,1.17194,434,8,0,1,0,1,21.0
2025-12-18 19:00:00,1.17194,1.17235,1.17173,1.1721,493,8,0,0,0,0,0.0
2025-12-18 19:15:00,1.1721,1.17236,1.17205,1.1723,316,8,0,0,0,0,0.0
2025-12-18 19:30:00,1.1723,1.1726,1.17221,1.1726,345,8,0,0,0,0,0.0
2025-12-18 19:45:00,1.17259,1.17272,1.17231,1.17246,367,8,0,0,0,0,0.0
2025-12-18 20:00:00,1.17245,1.17273,1.17236,1.1724999999999999,360,8,0,0,0,0,0.0
2025-12-18 20:15:00,1.17249,1.17261,1.17234,1.1724999999999999,299,8,0,0,0,0,0.0
2025-12-18 20:30:00,1.17251,1.17268,1.1724,1.17255,247,8,0,0,0,0,0.0
2025-12-18 20:45:00,1.17255,1.17255,1.172,1.17219,297,8,0,0,0,0,0.0
2025-12-18 21:00:00,1.17218,1.1724999999999999,1.17214,1.17243,220,8,0,0,0,0,0.0
2025-12-18 21:15:00,1.17243,1.17244,1.1723,1.17236,125,8,0,0,0,0,0.0
2025-12-18 21:30:00,1.17236,1.17236,1.1722,1.17226,97,8,0,0,0,0,0.0
2025-12-18 21:45:00,1.17226,1.1724700000000001,1.17221,1.17232,185,8,0,0,0,0,0.0
2025-12-18 22:00:00,1.17233,1.17234,1.17177,1.17206,253,20,0,0,0,0,0.0
2025-12-18 22:15:00,1.17206,1.17234,1.17205,1.17234,231,20,0,0,0,0,0.0
2025-12-18 22:30:00,1.17233,1.17239,1.17201,1.17203,171,20,0,1,0,1,21.0
2025-12-18 22:45:00,1.17205,1.17242,1.17204,1.17236,136,20,0,0,0,0,0.0
2025-12-18 23:00:00,1.17237,1.17272,1.17237,1.17245,182,8,0,0,0,0,0.0
2025-12-18 23:15:00,1.17244,1.17255,1.17237,1.17252,95,8,0,0,0,0,0.0
2025-12-18 23:30:00,1.1724999999999999,1.1726,1.17234,1.17238,107,8,0,0,0,0,0.0
2025-12-18 23:45:00,1.17238,1.17256,1.17238,1.17244,130,8,0,0,0,0,0.0
2025-12-19 00:00:00,1.17243,1.17256,1.17219,1.17222,188,8,0,0,0,0,0.0
2025-12-19 00:15:00,1.17222,1.1723,1.17215,1.17222,141,8,0,0,0,0,0.0
2025-12-19 00:30:00,1.17222,1.17238,1.17214,1.17225,237,8,0,0,0,0,0.0
2025-12-19 00:45:00,1.17224,1.17265,1.17221,1.17261,369,8,0,0,0,0,0.0
2025-12-19 01:00:00,1.17263,1.1728,1.17241,1.1727,245,8,0,0,0,0,0.0
2025-12-19 01:15:00,1.17269,1.17283,1.17228,1.17234,282,8,0,0,0,0,0.0
2025-12-19 01:30:00,1.17234,1.17235,1.172,1.17216,361,8,0,0,0,0,0.0
2025-12-19 01:45:00,1.17217,1.1724999999999999,1.1721,1.17238,283,8,0,0,0,0,0.0
2025-12-19 02:00:00,1.17238,1.17281,1.17238,1.17272,255,8,0,0,0,0,0.0
2025-12-19 02:15:00,1.17273,1.1728,1.17242,1.17254,201,8,0,0,0,0,0.0
2025-12-19 02:30:00,1.17254,1.17258,1.17215,1.17229,213,8,0,0,0,0,0.0
2025-12-19 02:45:00,1.17229,1.17237,1.1721,1.1722299999999999,238,8,0,0,0,0,0.0
2025-12-19 03:00:00,1.17225,1.17246,1.17208,1.17238,262,8,0,0,0,0,0.0
2025-12-19 03:15:00,1.17238,1.17254,1.17187,1.17225,616,8,0,0,0,0,0.0
2025-12-19 03:30:00,1.17224,1.17224,1.17178,1.17183,302,8,0,1,0,1,21.0
2025-12-19 03:45:00,1.17183,1.17217,1.1718,1.17208,270,8,0,0,0,0,0.0
2025-12-19 04:00:00,1.17209,1.1722299999999999,1.17184,1.17194,276,8,0,1,0,1,21.0
2025-12-19 04:15:00,1.17194,1.17194,1.1715200000000001,1.17157,210,8,0,1,0,1,21.0
2025-12-19 04:30:00,1.17157,1.1718,1.17154,1.17167,199,8,0,1,0,1,21.0
2025-12-19 04:45:00,1.17166,1.17177,1.1715200000000001,1.17176,205,8,0,1,0,1,21.0
2025-12-19 05:00:00,1.17176,1.17194,1.17173,1.17183,225,8,0,1,0,1,21.0
2025-12-19 05:15:00,1.17183,1.17199,1.17182,1.17195,177,8,0,1,0,1,21.0
2025-12-19 05:30:00,1.17195,1.17202,1.17174,1.17183,205,8,0,1,0,1,21.0
2025-12-19 05:45:00,1.17183,1.17204,1.17178,1.17196,229,8,0,1,0,1,21.0
2025-12-19 06:00:00,1.17196,1.17212,1.17182,1.172,251,8,0,1,0,1,21.0
2025-12-19 06:15:00,1.172,1.17212,1.17187,1.17193,274,8,0,1,0,1,21.0
2025-12-19 06:30:00,1.17195,1.17208,1.17121,1.17123,654,8,0,0,0,0,0.0
2025-12-19 06:45:00,1.17123,1.17198,1.17114,1.17195,607,8,0,1,0,1,21.0
2025-12-19 07:00:00,1.17196,1.17202,1.17129,1.17137,531,8,0,1,0,1,21.0
2025-12-19 07:15:00,1.17138,1.17161,1.17085,1.17124,605,8,0,0,0,0,0.0
2025-12-19 07:30:00,1.17124,1.17141,1.1708,1.17081,517,8,0,0,0,0,0.0
2025-12-19 07:45:00,1.17083,1.17097,1.17029,1.17076,670,8,0,0,0,0,0.0
2025-12-19 08:00:00,1.17075,1.17131,1.17059,1.17129,645,8,0,0,0,0,0.0
2025-12-19 08:15:00,1.17129,1.17159,1.17106,1.17115,595,8,0,0,0,0,0.0
2025-12-19 08:30:00,1.17114,1.17134,1.17084,1.17106,557,8,0,0,0,0,0.0
2025-12-19 08:45:00,1.17104,1.17146,1.17082,1.17122,507,8,0,0,0,0,0.0
2025-12-19 09:00:00,1.17123,1.1716,1.17108,1.1712500000000001,513,8,0,0,0,0,0.0
2025-12-19 09:15:00,1.1712500000000001,1.17175,1.17112,1.17157,560,8,0,1,0,1,21.0
2025-12-19 09:30:00,1.17155,1.17155,1.17088,1.17132,566,8,0,0,0,0,0.0
2025-12-19 09:45:00,1.17132,1.17158,1.17085,1.17116,649,8,0,0,0,0,0.0
2025-12-19 10:00:00,1.17118,1.17155,1.17106,1.1715200000000001,542,8,0,1,0,1,21.0
2025-12-19 10:15:00,1.17153,1.17174,1.17133,1.17143,370,8,0,1,0,1,21.0
2025-12-19 10:30:00,1.17142,1.17144,1.17085,1.17115,529,8,0,0,0,0,0.0
2025-12-19 10:45:00,1.17115,1.17164,1.17105,1.17158,513,8,0,1,0,1,21.0
2025-12-19 11:00:00,1.17157,1.17174,1.17103,1.17104,433,8,0,0,0,0,0.0
2025-12-19 11:15:00,1.17102,1.1712500000000001,1.17073,1.17118,454,8,0,0,0,0,0.0
2025-12-19 11:30:00,1.17116,1.17129,1.17079,1.1711,470,8,0,0,0,0,0.0
2025-12-19 11:45:00,1.17112,1.17136,1.17103,1.17109,452,8,0,0,0,0,0.0
2025-12-19 12:00:00,1.17107,1.17123,1.1709,1.17123,444,8,0,0,0,0,0.0
2025-12-19 12:15:00,1.17123,1.17131,1.17073,1.17095,420,8,0,0,0,0,0.0
2025-12-19 12:30:00,1.17097,1.17137,1.17093,1.17119,376,8,0,0,0,0,0.0
2025-12-19 12:45:00,1.17119,1.17147,1.1709,1.17097,462,8,0,0,0,0,0.0
2025-12-19 13:00:00,1.17099,1.17123,1.17065,1.17085,636,8,0,0,0,0,0.0
2025-12-19 13:15:00,1.17084,1.1712799999999999,1.17018,1.1712,827,8,0,0,0,0,0.0
2025-12-19 13:30:00,1.17123,1.1718600000000001,1.17115,1.17134,830,8,0,1,0,1,21.0
2025-12-19 13:45:00,1.17135,1.1719,1.17129,1.1719,575,8,0,1,0,1,21.0
2025-12-19 14:00:00,1.17191,1.17337,1.17185,1.1733500000000001,942,8,0,0,0,0,0.0
2025-12-19 14:15:00,1.17333,1.17374,1.1731,1.17325,784,8,0,0,0,0,0.0
2025-12-19 14:30:00,1.17322,1.1735,1.17295,1.1734,790,8,0,0,0,0,0.0
2025-12-19 14:45:00,1.1734,1.17341,1.17258,1.17261,782,8,0,0,0,0,0.0
2025-12-19 15:00:00,1.17261,1.17281,1.17222,1.1723,857,8,0,0,0,0,0.0
2025-12-19 15:15:00,1.17229,1.17237,1.17165,1.17171,712,8,0,1,0,1,21.0
2025-12-19 15:30:00,1.17169,1.17211,1.1714,1.17172,718,8,0,1,0,1,21.0
2025-12-19 15:45:00,1.17173,1.1722,1.1709,1.17092,906,8,0,0,0,0,0.0
2025-12-19 16:00:00,1.17095,1.1715,1.17081,1.17145,617,8,0,1,0,1,21.0
2025-12-19 16:15:00,1.17146,1.17182,1.17116,1.17155,544,8,0,1,0,1,21.0
2025-12-19 16:30:00,1.17156,1.17195,1.1714,1.17169,535,8,0,1,0,1,21.0
2025-12-19 16:45:00,1.17169,1.17206,1.17129,1.17206,537,8,0,0,0,0,0.0
2025-12-19 17:00:00,1.17204,1.17205,1.17132,1.17143,407,8,0,1,0,1,21.0
2025-12-19 17:15:00,1.17142,1.1718600000000001,1.17142,1.1717,481,8,0,1,0,1,21.0
2025-12-19 17:30:00,1.17171,1.17192,1.17161,1.17178,347,8,0,1,0,1,21.0
2025-12-19 17:45:00,1.17178,1.17205,1.17173,1.1719,319,8,0,1,0,1,21.0
2025-12-19 18:00:00,1.1718899999999999,1.17248,1.17176,1.17246,369,8,0,0,0,0,0.0
2025-12-19 18:15:00,1.1724700000000001,1.17268,1.1723,1.17246,405,8,0,0,0,0,0.0
2025-12-19 18:30:00,1.1724700000000001,1.17253,1.17208,1.17212,483,8,0,0,0,0,0.0
2025-12-19 18:45:00,1.17211,1.17236,1.17191,1.17198,342,8,0,1,0,1,21.0
2025-12-19 19:00:00,1.17198,1.17207,1.17161,1.17206,373,8,0,0,0,0,0.0
2025-12-19 19:15:00,1.17205,1.17215,1.17178,1.17204,420,8,0,0,0,0,0.0
2025-12-19 19:30:00,1.17202,1.17207,1.1718,1.17197,275,8,0,1,0,1,21.0
2025-12-19 19:45:00,1.17197,1.1724700000000001,1.17194,1.17232,296,8,0,0,0,0,0.0
2025-12-19 20:00:00,1.17231,1.17252,1.17211,1.17216,275,8,0,0,0,0,0.0
2025-12-19 20:15:00,1.17216,1.17217,1.17191,1.17191,231,8,0,1,0,1,21.0
2025-12-19 20:30:00,1.17191,1.17193,1.17175,1.17178,211,8,0,1,0,1,21.0
2025-12-19 20:45:00,1.17178,1.17188,1.17061,1.17095,605,8,0,0,0,0,0.0
2025-12-19 21:00:00,1.17097,1.17135,1.17086,1.17114,298,8,0,0,0,0,0.0
2025-12-19 21:15:00,1.17114,1.1712799999999999,1.17105,1.17116,196,8,0,0,0,0,0.0
2025-12-19 21:30:00,1.17116,1.17119,1.17077,1.17106,216,8,0,0,0,0,0.0
2025-12-19 21:45:00,1.17106,1.17113,1.17055,1.17087,357,8,0,0,0,0,0.0
2025-12-21 22:00:00,1.17073,1.17136,1.17065,1.17126,117,61,0,0,0,0,0.0
2025-12-21 22:15:00,1.17129,1.17139,1.17088,1.17097,227,51,0,0,0,0,0.0
2025-12-21 22:30:00,1.17097,1.17143,1.1709,1.17116,316,48,0,0,0,0,0.0
2025-12-21 22:45:00,1.17115,1.17143,1.1710099999999999,1.1712500000000001,245,20,0,0,0,0,0.0
2025-12-21 23:00:00,1.1713,1.17149,1.1712,1.17138,267,8,0,1,0,1,21.0
2025-12-21 23:15:00,1.17138,1.17146,1.1712799999999999,1.17142,205,8,0,1,0,1,21.0
2025-12-21 23:30:00,1.17142,1.17142,1.1711,1.17111,253,8,0,0,0,0,0.0
2025-12-21 23:45:00,1.17111,1.17113,1.17059,1.17097,256,8,0,0,0,0,0.0
2025-12-22 00:00:00,1.17095,1.17156,1.17092,1.17137,791,8,0,1,0,1,21.0
2025-12-22 00:15:00,1.17137,1.17148,1.17104,1.17109,600,8,0,0,0,0,0.0
2025-12-22 00:30:00,1.17109,1.17137,1.17099,1.17122,397,8,0,0,0,0,0.0
2025-12-22 00:45:00,1.17122,1.17158,1.17112,1.17155,390,8,0,1,0,1,21.0
2025-12-22 01:00:00,1.17156,1.1718899999999999,1.17134,1.17165,486,8,0,1,0,1,21.0
2025-12-22 01:15:00,1.17165,1.17174,1.1715200000000001,1.17164,236,8,0,1,0,1,21.0
2025-12-22 01:30:00,1.17166,1.1719,1.17139,1.17183,340,8,0,1,0,1,21.0
2025-12-22 01:45:00,1.1718600000000001,1.1718600000000001,1.17148,1.1717,252,8,0,1,0,1,21.0
2025-12-22 02:00:00,1.1717,1.17191,1.17169,1.17183,145,8,0,1,0,1,21.0
2025-12-22 02:15:00,1.17185,1.1718899999999999,1.17168,1.17173,160,8,0,1,0,1,21.0
2025-12-22 02:30:00,1.17173,1.1718899999999999,1.17157,1.17169,155,8,0,1,0,1,21.0
2025-12-22 02:45:00,1.17169,1.17169,1.17149,1.1716,184,8,0,1,0,1,21.0
2025-12-22 03:00:00,1.17161,1.17172,1.17146,1.17156,195,8,0,1,0,1,21.0
2025-12-22 03:15:00,1.17158,1.17169,1.17132,1.17137,242,8,0,1,0,1,21.0
2025-12-22 03:30:00,1.17137,1.17165,1.17136,1.17161,211,8,0,1,0,1,21.0
2025-12-22 03:45:00,1.17161,1.17179,1.17161,1.1717,245,8,0,1,0,1,21.0
2025-12-22 04:00:00,1.1717,1.17184,1.17159,1.17177,199,8,0,1,0,1,21.0
2025-12-22 04:15:00,1.17178,1.17184,1.17168,1.17182,128,8,0,1,0,1,21.0
2025-12-22 04:30:00,1.17182,1.17196,1.17182,1.17194,133,8,0,1,0,1,21.0
2025-12-22 04:45:00,1.17196,1.1721300000000001,1.17192,1.17196,197,8,0,1,0,1,21.0
2025-12-22 05:00:00,1.17196,1.17215,1.17187,1.17214,171,8,0,0,0,0,0.0
2025-12-22 05:15:00,1.1721300000000001,1.17217,1.17197,1.172,142,8,0,1,0,1,21.0
2025-12-22 05:30:00,1.17199,1.17205,1.17153,1.17169,300,8,0,1,0,1,21.0
2025-12-22 05:45:00,1.17169,1.17179,1.17155,1.17171,203,8,0,1,0,1,21.0
2025-12-22 06:00:00,1.17171,1.1718,1.1715200000000001,1.17168,261,8,0,1,0,1,21.0
2025-12-22 06:15:00,1.17168,1.17187,1.17153,1.17165,282,8,0,1,0,1,21.0
2025-12-22 06:30:00,1.17165,1.1717,1.17138,1.1715200000000001,271,8,0,1,0,1,21.0
2025-12-22 06:45:00,1.1715200000000001,1.17158,1.17126,1.17154,246,8,0,1,0,1,21.0
2025-12-22 07:00:00,1.17154,1.17184,1.17146,1.1716,459,8,0,1,0,1,21.0
2025-12-22 07:15:00,1.1716,1.17208,1.17146,1.17198,383,8,0,1,0,1,21.0
2025-12-22 07:30:00,1.17199,1.17242,1.1718600000000001,1.17232,419,8,0,0,0,0,0.0
2025-12-22 07:45:00,1.17233,1.17307,1.17226,1.17285,473,8,0,0,0,0,0.0
2025-12-22 08:00:00,1.17283,1.17314,1.17228,1.17241,602,8,0,0,0,0,0.0
2025-12-22 08:15:00,1.17239,1.1729,1.17231,1.1729,426,8,0,0,0,0,0.0
2025-12-22 08:30:00,1.17292,1.1733500000000001,1.17261,1.17332,417,8,0,0,0,0,0.0
2025-12-22 08:45:00,1.17332,1.1738,1.17332,1.17352,491,8,0,0,0,0,0.0
2025-12-22 09:00:00,1.17355,1.1736,1.17317,1.17327,438,8,0,0,0,0,0.0
2025-12-22 09:15:00,1.17327,1.17327,1.17273,1.1730800000000001,422,8,0,0,0,0,0.0
2025-12-22 09:30:00,1.17309,1.17346,1.17291,1.17292,537,8,0,0,0,0,0.0
2025-12-22 09:45:00,1.17293,1.17326,1.17269,1.17298,553,8,0,0,0,0,0.0
2025-12-22 10:00:00,1.17297,1.17356,1.17286,1.17337,644,8,0,0,0,0,0.0
2025-12-22 10:15:00,1.17338,1.17377,1.17334,1.17366,473,8,0,0,0,0,0.0
2025-12-22 10:30:00,1.17367,1.17371,1.1732,1.17324,376,8,0,0,0,0,0.0
2025-12-22 10:45:00,1.17324,1.17356,1.17296,1.17327,463,8,0,0,0,0,0.0
2025-12-22 11:00:00,1.17329,1.17362,1.17318,1.17338,362,8,0,0,0,0,0.0
2025-12-22 11:15:00,1.17338,1.17356,1.17323,1.17338,310,8,0,0,0,0,0.0
2025-12-22 11:30:00,1.17338,1.1735,1.17283,1.17329,370,8,0,0,0,0,0.0
2025-12-22 11:45:00,1.1733,1.1734,1.17294,1.17331,362,8,0,0,0,0,0.0
2025-12-22 12:00:00,1.17331,1.17431,1.17328,1.17372,682,8,0,0,0,0,0.0
2025-12-22 12:15:00,1.17373,1.17385,1.1734499999999999,1.17354,446,8,0,0,0,0,0.0
2025-12-22 12:30:00,1.17354,1.17407,1.1735,1.17385,491,8,0,0,1,1,21.0
2025-12-22 12:45:00,1.17385,1.1743000000000001,1.17372,1.17411,475,8,0,0,1,1,21.0
2025-12-22 13:00:00,1.17413,1.17497,1.17413,1.17493,826,8,0,0,0,0,0.0
2025-12-22 13:15:00,1.17492,1.17495,1.17449,1.17466,621,8,0,0,0,0,0.0
2025-12-22 13:30:00,1.17466,1.17541,1.1745700000000001,1.17533,644,8,0,0,0,0,0.0
2025-12-22 13:45:00,1.17535,1.17539,1.17486,1.17502,584,8,0,0,0,0,0.0
2025-12-22 14:00:00,1.17502,1.17507,1.17445,1.17507,565,8,0,0,0,0,0.0
2025-12-22 14:15:00,1.17507,1.17575,1.17479,1.17568,562,8,0,0,0,0,0.0
2025-12-22 14:30:00,1.17569,1.17661,1.17566,1.17636,792,8,0,0,1,1,15.0
2025-12-22 14:45:00,1.17636,1.17637,1.17585,1.17597,639,8,0,0,1,1,15.0
2025-12-22 15:00:00,1.17595,1.17644,1.17591,1.17599,636,8,0,0,1,1,15.0
2025-12-22 15:15:00,1.17599,1.17638,1.17573,1.1761300000000001,578,8,0,0,1,1,15.0
2025-12-22 15:30:00,1.17612,1.17666,1.1761,1.17643,623,8,0,0,1,1,15.0
2025-12-22 15:45:00,1.17644,1.17691,1.17596,1.17634,781,8,0,0,1,1,15.0
2025-12-22 16:00:00,1.17634,1.17637,1.17601,1.17618,531,8,0,0,1,1,15.0
2025-12-22 16:15:00,1.17616,1.17626,1.17553,1.17587,539,8,0,0,0,0,0.0
2025-12-22 16:30:00,1.17587,1.17594,1.17515,1.1752,570,8,0,0,0,0,0.0
2025-12-22 16:45:00,1.17521,1.17531,1.1748,1.17494,361,8,0,0,0,0,0.0
2025-12-22 17:00:00,1.17494,1.17542,1.17489,1.17536,453,8,0,0,0,0,0.0
2025-12-22 17:15:00,1.17537,1.17578,1.17509,1.17578,396,8,0,0,0,0,0.0
2025-12-22 17:30:00,1.17578,1.17642,1.17578,1.17624,374,8,0,0,1,1,15.0
2025-12-22 17:45:00,1.17624,1.17628,1.17578,1.1758,364,8,0,0,0,0,0.0
2025-12-22 18:00:00,1.1757900000000001,1.1758,1.17512,1.17531,395,8,0,0,0,0,0.0
2025-12-22 18:15:00,1.17531,1.17543,1.1750099999999999,1.17502,329,8,0,0,0,0,0.0
2025-12-22 18:30:00,1.17502,1.17517,1.1749100000000001,1.17508,290,8,0,0,0,0,0.0
2025-12-22 18:45:00,1.17508,1.17542,1.17497,1.17524,301,8,0,0,0,0,0.0
2025-12-22 19:00:00,1.17524,1.17538,1.17508,1.17522,242,8,0,0,0,0,0.0
2025-12-22 19:15:00,1.17522,1.17526,1.17482,1.17516,309,8,0,0,0,0,0.0
2025-12-22 19:30:00,1.1751800000000001,1.17545,1.17517,1.17522,268,8,0,0,0,0,0.0
2025-12-22 19:45:00,1.17522,1.17556,1.17513,1.17549,317,8,0,0,0,0,0.0
2025-12-22 20:00:00,1.1755,1.17551,1.17517,1.17546,269,8,0,0,0,0,0.0
2025-12-22 20:15:00,1.17546,1.17566,1.17538,1.17566,183,8,0,0,0,0,0.0
2025-12-22 20:30:00,1.17566,1.17585,1.17559,1.1757900000000001,180,8,0,0,0,0,0.0
2025-12-22 20:45:00,1.17581,1.17583,1.17544,1.17549,246,8,0,0,0,0,0.0
2025-12-22 21:00:00,1.17549,1.17586,1.17542,1.17576,189,8,0,0,0,0,0.0
2025-12-22 21:15:00,1.17576,1.17604,1.17567,1.1758899999999999,163,8,0,0,0,0,0.0
2025-12-22 21:30:00,1.1759,1.1761,1.1759,1.17606,121,8,0,0,1,1,15.0
2025-12-22 21:45:00,1.17606,1.17619,1.17604,1.17607,155,8,0,0,1,1,15.0
2025-12-22 22:00:00,1.17607,1.17614,1.17564,1.17584,169,20,0,0,0,0,0.0
2025-12-22 22:15:00,1.17583,1.17598,1.17571,1.1757900000000001,320,48,0,0,0,0,0.0
2025-12-22 22:30:00,1.1758,1.17596,1.17576,1.17587,227,48,0,0,0,0,0.0
2025-12-22 22:45:00,1.17586,1.17596,1.17576,1.1758899999999999,189,20,0,0,0,0,0.0
2025-12-22 23:00:00,1.17595,1.17643,1.17585,1.17631,316,8,0,0,1,1,15.0
2025-12-22 23:15:00,1.1763,1.17646,1.1763,1.17637,178,8,0,0,1,1,15.0
2025-12-22 23:30:00,1.17637,1.17639,1.17624,1.17634,118,8,0,0,1,1,15.0
2025-12-22 23:45:00,1.17634,1.17652,1.17632,1.17632,137,8,0,0,1,1,15.0
2025-12-23 00:00:00,1.17632,1.17673,1.17624,1.17669,290,8,0,0,0,0,0.0
2025-12-23 00:15:00,1.17669,1.17676,1.17653,1.17675,156,8,0,0,0,0,0.0
2025-12-23 00:30:00,1.17675,1.17683,1.17666,1.1768,179,8,0,0,0,0,0.0
2025-12-23 00:45:00,1.17681,1.177,1.1767400000000001,1.17686,326,8,0,0,0,0,0.0
2025-12-23 01:00:00,1.1768399999999999,1.17703,1.17657,1.17703,341,8,0,0,0,0,0.0
2025-12-23 01:15:00,1.17702,1.17709,1.17657,1.17663,288,8,0,0,0,0,0.0
2025-12-23 01:30:00,1.17664,1.17747,1.17658,1.17725,341,8,0,0,0,0,0.0
2025-12-23 01:45:00,1.17725,1.17758,1.17716,1.17728,340,8,0,0,0,0,0.0
2025-12-23 02:00:00,1.17728,1.17771,1.17725,1.17763,305,8,0,0,0,0,0.0
2025-12-23 02:15:00,1.17763,1.17766,1.1772,1.17743,277,8,0,0,0,0,0.0
2025-12-23 02:30:00,1.17743,1.17768,1.1774,1.17759,277,8,0,0,0,0,0.0
2025-12-23 02:45:00,1.17757,1.17801,1.17757,1.1777199999999999,351,8,0,0,0,0,0.0
2025-12-23 03:00:00,1.17774,1.17789,1.17755,1.17761,294,8,0,0,0,0,0.0
2025-12-23 03:15:00,1.17761,1.17763,1.17727,1.17747,307,8,0,0,0,0,0.0
2025-12-23 03:30:00,1.17747,1.17769,1.17743,1.17758,238,8,0,0,0,0,0.0
2025-12-23 03:45:00,1.17758,1.17769,1.1774499999999999,1.1776,267,8,0,0,0,0,0.0
2025-12-23 04:00:00,1.1776,1.17786,1.17754,1.17785,319,8,0,0,0,0,0.0
2025-12-23 04:15:00,1.17785,1.17788,1.17753,1.17754,228,8,0,0,0,0,0.0
2025-12-23 04:30:00,1.17754,1.17784,1.17746,1.17755,237,8,0,0,0,0,0.0
2025-12-23 04:45:00,1.17755,1.1777199999999999,1.17731,1.17748,290,8,0,0,0,0,0.0
2025-12-23 05:00:00,1.17747,1.17786,1.1774,1.17767,270,8,0,0,0,0,0.0
2025-12-23 05:15:00,1.17767,1.17795,1.17765,1.17781,225,8,0,0,0,0,0.0
2025-12-23 05:30:00,1.17781,1.17783,1.17754,1.1776,237,8,0,0,0,0,0.0
2025-12-23 05:45:00,1.1776,1.1776200000000001,1.17739,1.1774499999999999,376,8,0,0,0,0,0.0
2025-12-23 06:00:00,1.1774499999999999,1.17761,1.1773500000000001,1.17739,310,8,0,0,0,0,0.0
2025-12-23 06:15:00,1.17739,1.17743,1.17718,1.17729,203,8,0,0,0,0,0.0
2025-12-23 06:30:00,1.17729,1.17733,1.17683,1.17719,339,8,0,0,0,0,0.0
